銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址
000,,中央銀行國庫局,,"台北市中正區羅斯福路一段２號"
000,0022,中央銀行國庫局,國庫局,"台北市中正區羅斯福路一段２號"
004,,臺灣銀行,,"台北市中正區重慶南路一段１２０號"
004,0037,臺灣銀行,營業部,"台北市中正區重慶南路一段１２０號"
004,0059,臺灣銀行,公庫部,"台北市中正區貴陽街一段１２０號"
004,0071,臺灣銀行,館前分行,"台北市中正區館前路４９號"
004,0093,臺灣銀行,臺南分行,"台南市中西區府前路一段１５５號"
004,0107,臺灣銀行,臺中分行,"台中市西區自由路一段１４０號"
004,0118,臺灣銀行,高雄分行,"高雄市前金區中正四路２６４號"
004,0129,臺灣銀行,基隆分行,"基隆市中正區義一路１６號"
004,0130,臺灣銀行,中興新村分行,"南投縣南投市中興新村光華路１１號"
004,0141,臺灣銀行,嘉義分行,"嘉義市中山路３０６號"
004,0152,臺灣銀行,新竹分行,"新竹市林森路２９號"
004,0163,臺灣銀行,彰化分行,"彰化縣彰化市成功路１３０號"
004,0174,臺灣銀行,屏東分行,"屏東縣屏東市中山路４３號"
004,0185,臺灣銀行,花蓮分行,"花蓮縣花蓮市公園路３號"
004,0196,臺灣銀行,延平分行,"台北市大同區南京西路４０６號"
004,0200,臺灣銀行,中山分行,"台北市中山區中山北路一段１５０號"
004,0211,臺灣銀行,高雄加工出口區分行,"高雄市高雄加工出口區中一路１號"
004,0222,臺灣銀行,宜蘭分行,"宜蘭縣宜蘭市舊城南路５０號"
004,0233,臺灣銀行,臺東分行,"台東縣台東市中華路１段３７３號"
004,0244,臺灣銀行,澎湖分行,"澎湖縣馬公市仁愛路２４號"
004,0255,臺灣銀行,鳳山分行,"高雄市鳳山區曹公路２０號"
004,0266,臺灣銀行,桃園分行,"桃園市桃園區中正路４６號"
004,0277,臺灣銀行,板橋分行,"新北市板橋區府中路２１號"
004,0288,臺灣銀行,新營分行,"台南市新營區中正路１０號"
004,0299,臺灣銀行,苗栗分行,"苗栗縣苗栗市中正路５１０號"
004,0303,臺灣銀行,豐原分行,"台中市豐原區中正路３０２號"
004,0314,臺灣銀行,斗六分行,"雲林縣斗六市文化路２７號"
004,0325,臺灣銀行,南投分行,"南投縣南投市復興路１０１號"
004,0336,臺灣銀行,南門分行,"台北市中正區南昌街一段１２０號"
004,0347,臺灣銀行,公館分行,"台北市中正區羅斯福路四段１２０號"
004,0358,臺灣銀行,左營分行,"高雄市左營區左營大路１９號"
004,0369,臺灣銀行,北投分行,"台北市北投區中央南路一段１５２號"
004,0370,臺灣銀行,霧峰分行,"台中市霧峰區中正路８３８號"
004,0381,臺灣銀行,金門分行,"金門縣金湖鎮復興路４號"
004,0392,臺灣銀行,馬祖分行,"連江縣南竿鄉介壽村２５８號１、２樓"
004,0406,臺灣銀行,安平分行,"台南市中西區中正路２４０號１－４樓"
004,0417,臺灣銀行,中壢分行,"桃園市中壢區延平路５８０號"
004,0428,臺灣銀行,三重分行,"新北市三重區重新路四段３９號"
004,0439,臺灣銀行,頭份分行,"苗栗縣頭份市中正路６５號"
004,0440,臺灣銀行,前鎮分行,"高雄市前鎮區擴建路１之３號"
004,0451,臺灣銀行,城中分行,"台北市中正區青島東路４７號"
004,0462,臺灣銀行,民權分行,"台北市大同區承德路二段２３９號"
004,0473,臺灣銀行,潭子分行,"台中市潭子區建國路１號"
004,0484,臺灣銀行,連城分行,"新北市中和區建一路１８６號"
004,0495,臺灣銀行,員林分行,"彰化縣員林市民生路６３號"
004,0509,臺灣銀行,松江分行,"台北市中山區松江路１１５號"
004,0510,臺灣銀行,鼓山分行,"高雄市鼓山區臨海一路２３號"
004,0521,臺灣銀行,龍山分行,"台北市萬華區康定路３８０號"
004,0532,臺灣銀行,忠孝分行,"台北市大安區敦化南路一段２０２號"
004,0543,臺灣銀行,信義分行,"台北市大安區信義路二段８８號"
004,0554,臺灣銀行,復興分行,"台中市東區復興路四段１０２號"
004,0565,臺灣銀行,三民分行,"高雄市三民區九如二路５６７號"
004,0576,臺灣銀行,臺中港分行,"台中市梧棲區四維路２號"
004,0587,臺灣銀行,羅東分行,"宜蘭縣羅東鎮公正路９３號"
004,0598,臺灣銀行,埔里分行,"南投縣埔里鎮東榮路１１２號"
004,0602,臺灣銀行,岡山分行,"高雄市岡山區壽天路１６號"
004,0613,臺灣銀行,新興分行,"高雄市新興區民族二路１３３號"
004,0624,臺灣銀行,苓雅分行,"高雄市苓雅區青年一路２６１號"
004,0646,臺灣銀行,松山分行,"台北市信義區忠孝東路四段５６０號"
004,0657,臺灣銀行,健行分行,"台中市中區臺灣大道一段２７６號１、２樓"
004,0668,臺灣銀行,中和分行,"新北市中和區中山路二段２５３號"
004,0679,臺灣銀行,太保分行,"嘉義縣太保市祥和新村祥和一路東段２號"
004,0680,臺灣銀行,竹北分行,"新竹縣竹北市光明六路１６號"
004,0705,臺灣銀行,士林分行,"台北市士林區中山北路六段１９７號"
004,0716,臺灣銀行,新莊分行,"新北市新莊區新泰路８５號"
004,0727,臺灣銀行,大甲分行,"台中市大甲區民生路６１號"
004,0738,臺灣銀行,新竹科學園區分行,"新竹市新竹科學工業園區工業東六路５號二樓"
004,0749,臺灣銀行,樹林分行,"新北市樹林區文化街２９號"
004,0750,臺灣銀行,新店分行,"新北市新店區寶中路４５號"
004,0794,臺灣銀行,黎明分行,"台中市南屯區大業路６０７號"
004,0808,臺灣銀行,民生分行,"台北市松山區復興北路１６７號"
004,0819,臺灣銀行,永康分行,"台南市永康區小東路５１３號"
004,0820,臺灣銀行,三多分行,"高雄市苓雅區新光路１４２號"
004,0853,臺灣銀行,臺北世貿中心分行,"台北市信義區基隆路一段３３３號３樓"
004,0864,臺灣銀行,大安分行,"台北市大安區敦化南路二段６９號"
004,0875,臺灣銀行,華江分行,"新北市板橋區中山路一段２９３之２號"
004,0886,臺灣銀行,潮州分行,"屏東縣潮州鎮新生路１３之２號"
004,0897,臺灣銀行,蘇澳分行,"宜蘭縣蘇澳鎮中山路一段９７號"
004,0901,臺灣銀行,大雅分行,"台中市大雅區中清路三段１０８０號１樓"
004,0912,臺灣銀行,楠梓分行,"高雄市楠梓區楠梓路２０１號１－３樓"
004,0923,臺灣銀行,臺中工業區分行,"台中市西屯區工業區一路１９６號"
004,1067,臺灣銀行,敦化分行,"台北市松山區敦化北路２０５號"
004,1078,臺灣銀行,南港分行,"台北市南港區南港路二段９５號"
004,1089,臺灣銀行,和平分行,"台北市大安區和平東路一段１８０號"
004,1090,臺灣銀行,水湳分行,"台中市北屯區崇德路二段４１６號"
004,1104,臺灣銀行,中崙分行,"台北市松山區南京東路五段１８４號１樓"
004,1115,臺灣銀行,土城分行,"新北市土城區中央路二段３４４號"
004,1159,臺灣銀行,桃園國際機場分行,"桃園市大園區航站南路１５號"
004,1160,臺灣銀行,大昌分行,"高雄市三民區九如一路５４０號"
004,1182,臺灣銀行,五甲分行,"高雄市鳳山區五甲二路１６８號"
004,1193,臺灣銀行,博愛分行,"高雄市左營區裕誠路３９４號"
004,1207,臺灣銀行,中庄分行,"高雄市大寮區鳳屏一路３３９號"
004,1218,臺灣銀行,平鎮分行,"桃園市平鎮區環南路二段１１號"
004,1229,臺灣銀行,仁愛分行,"台北市中正區仁愛路二段９９號"
004,1230,臺灣銀行,南崁分行,"桃園市蘆竹區南崁路一段８１號"
004,1241,臺灣銀行,圓山分行,"台北市中山區林森北路５７７號"
004,1355,臺灣銀行,五股分行,"新北市五股區中興路四段４２號"
004,1366,臺灣銀行,大里分行,"台中市大里區國光路二段４８１號"
004,1377,臺灣銀行,安南分行,"台南市安南區安和路二段２９８號１－３樓"
004,1414,臺灣銀行,西屯分行,"台中市西屯區青海路二段４１號"
004,1425,臺灣銀行,天母分行,"台北市士林區中山北路七段１８號"
004,1436,臺灣銀行,鹿港分行,"彰化縣鹿港鎮鹿工路２號"
004,1447,臺灣銀行,內壢分行,"桃園市中壢區興農路１２５號"
004,1469,臺灣銀行,臺南科學園區分行,"台南市新市區南科三路１５號１樓"
004,1470,臺灣銀行,虎尾分行,"雲林縣虎尾鎮林森路２段３６９號"
004,1481,臺灣銀行,淡水分行,"新北市淡水區中山路９３號"
004,1539,臺灣銀行,內湖分行,"台北市內湖區內湖路一段３９６號"
004,1540,臺灣銀行,嘉北分行,"嘉義市忠孝路６０２號"
004,1551,臺灣銀行,東港分行,"屏東縣東港鎮新勝街１０５號"
004,1562,臺灣銀行,汐止分行,"新北市汐止區大同路二段１７５號"
004,1573,臺灣銀行,梧棲分行,"台中市梧棲區中港加工出口區建五路２號"
004,1595,臺灣銀行,小港分行,"高雄市小港區宏平路４１０號"
004,1609,臺灣銀行,中屏分行,"屏東縣屏東市中華路９號"
004,1621,臺灣銀行,群賢分行,"台北市中正區中山南路１號"
004,1643,臺灣銀行,北大路分行,"新竹市東區民權路２６７號"
004,1654,臺灣銀行,文山分行,"台北市文山區羅斯福路六段２１８號"
004,1702,臺灣銀行,太平分行,"台中市太平區中興東路１４６號"
004,1713,臺灣銀行,德芳分行,"台中市大里區德芳路一段６３號"
004,1724,臺灣銀行,建國分行,"桃園市中壢區健行路１６９號"
004,1768,臺灣銀行,屏東農科園區分行,"屏東縣長治鄉德和村農科路２３號"
004,1861,臺灣銀行,東桃園分行,"桃園市桃園區經國路３００號"
004,1872,臺灣銀行,蘆洲分行,"新北市蘆洲區三民路５０號"
004,1919,臺灣銀行,高雄國際機場分行,"高雄市小港區中山四路２號"
004,1931,臺灣銀行,永吉簡易型分行,"台北市信義區松仁路３號３樓"
004,1942,臺灣銀行,東門簡易型分行,"台北市中正區東門里１５鄰紹興南街２１號"
004,1953,臺灣銀行,愛國簡易型分行,"台北市大安區愛國東路３１號"
004,1986,臺灣銀行,臺電簡易型分行,"台北市中正區羅斯福路三段２４２號"
004,2053,臺灣銀行,北府簡易型分行,"新北市板橋區中山路一段１６１號地下１樓"
004,2189,臺灣銀行,臺北港分行,"新北市八里區商港路１２３號２樓"
004,2204,臺灣銀行,臺中科學園區分行,"台中市大雅區中科路６號２樓之６"
004,2215,臺灣銀行,高雄科學園區分行,"高雄市路竹區路科五路２３號１樓"
004,2237,臺灣銀行,東湖分行,"台北市內湖區成功路５段４５８號"
004,2248,臺灣銀行,高榮分行,"高雄市左營區重信路４１５號"
004,2259,臺灣銀行,南港軟體園區分行,"台北市南港區三重路６６號２樓之２"
004,2260,臺灣銀行,龍潭分行,"桃園市龍潭區東龍路１４２號"
004,2271,臺灣銀行,仁德分行,"台南市仁德區中正路２段８９９號"
004,2282,臺灣銀行,林口分行,"桃園市龜山區復興一路３６８號"
004,2293,臺灣銀行,木柵分行,"台北市文山區新光路１段１４５號"
004,2307,臺灣銀行,臺南創新園區分行,"台南市安南區科技公園大道１８號"
004,2363,臺灣銀行,武昌分行,"台北市中正區武昌街一段４９號"
004,2385,臺灣銀行,臺北分行,"台北市中山區松江路８０號"
004,2396,臺灣銀行,金山分行,"台北市大安區金山南路二段１８９號"
004,2400,臺灣銀行,信安分行,"台北市大安區信義路三段１３２號"
004,2411,臺灣銀行,劍潭分行,"台北市士林區承德路四段１７４號"
004,2422,臺灣銀行,萬華分行,"台北市萬華區貴陽街二段２６號"
004,2433,臺灣銀行,板新分行,"新北市板橋區文化路一段２６８號"
004,2444,臺灣銀行,新永和分行,"新北市永和區仁愛路９７號１樓"
004,2455,臺灣銀行,南新莊分行,"新北市新莊區中正路６５３號"
004,2477,臺灣銀行,新明分行,"桃園市中壢區新明路７號"
004,2488,臺灣銀行,六家分行,"新竹縣竹北市文興路二段３２號１～３樓"
004,2499,臺灣銀行,北臺中分行,"台中市北區進化北路３６９號１－３樓"
004,2525,臺灣銀行,嘉南分行,"嘉義市中興路３５３號"
004,2536,臺灣銀行,南都分行,"台南市中西區忠義路二段１８０號"
004,2558,臺灣銀行,北高雄分行,"高雄市左營區博愛二路１０６號"
004,2569,臺灣銀行,成功分行,"高雄市苓雅區成功一路２６１號"
004,2570,臺灣銀行,北花蓮分行,"花蓮縣花蓮市林森路２８１號１、２樓"
004,2709,臺灣銀行,新湖分行,"台北市內湖區瑞光路１０２號１樓"
004,2710,臺灣銀行,五福分行,"高雄市苓雅區四維二路５２號１樓"
004,2721,臺灣銀行,六甲頂分行,"台南市永康區中正南路４１號"
004,2787,臺灣銀行,中都分行,"台中市西屯區臺灣大道三段９９號１樓"
004,2798,臺灣銀行,臺北國際機場分行,"台北市松山區敦化北路３４０之９號"
004,2802,臺灣銀行,新莊副都心分行,"新北市新莊區頭前路１１９號"
004,2835,臺灣銀行,仁武分行,"高雄市仁武區八德南路１３９號"
004,2891,臺灣銀行,臺中國際機場分行,"台中市沙鹿區中航路１段１６８號"
004,2905,臺灣銀行,臺中精密園區分行,"台中市南屯區精科東路１７號"
004,2972,臺灣銀行,亞矽創新分行,"桃園市中壢區青峰路一段３７號"
005,,臺灣土地銀行,,"台北市中正區館前路４６號"
005,0027,臺灣土地銀行,基隆分行,"基隆市中正區義一路１８號"
005,0038,臺灣土地銀行,中和分行,"新北市中和區景平路３２３號"
005,0049,臺灣土地銀行,南港分行,"台北市南港區南港路一段３６４號１樓"
005,0050,臺灣土地銀行,台北分行,"台北市中正區博愛路７２號"
005,0061,臺灣土地銀行,民權分行,"台北市中山區民權西路２６號"
005,0072,臺灣土地銀行,古亭分行,"台北市大安區羅斯福路三段１２５號"
005,0083,臺灣土地銀行,長安分行,"台北市中山區長安東路二段５２號"
005,0094,臺灣土地銀行,士林分行,"台北市士林區中山北路五段６８９號"
005,0108,臺灣土地銀行,三重分行,"新北市三重區重新路二段１之８號"
005,0119,臺灣土地銀行,宜蘭分行,"宜蘭縣宜蘭市光復路４３號"
005,0120,臺灣土地銀行,羅東分行,"宜蘭縣羅東鎮公正路１５８號"
005,0131,臺灣土地銀行,桃園分行,"桃園市桃園區中正路７５號"
005,0142,臺灣土地銀行,中壢分行,"桃園市中壢區中山路１９０號"
005,0153,臺灣土地銀行,石門分行,"桃園市龍潭區北龍路４９號"
005,0164,臺灣土地銀行,新竹分行,"新竹市中央路１號"
005,0175,臺灣土地銀行,竹東分行,"新竹縣竹東鎮東林路１０號"
005,0186,臺灣土地銀行,花蓮分行,"花蓮縣花蓮市中山路３５６號"
005,0197,臺灣土地銀行,玉里分行,"花蓮縣玉里鎮中山路二段５１號"
005,0201,臺灣土地銀行,苗栗分行,"苗栗縣苗栗市中正路４０２號"
005,0212,臺灣土地銀行,頭份分行,"苗栗縣頭份市中華路９３２號"
005,0223,臺灣土地銀行,豐原分行,"台中市豐原區中山路５０８號"
005,0234,臺灣土地銀行,大甲分行,"台中市大甲區鎮政路４０號"
005,0245,臺灣土地銀行,台中分行,"台中市中區自由路二段１號"
005,0256,臺灣土地銀行,南投分行,"南投縣南投市中山街２０２號"
005,0267,臺灣土地銀行,員林分行,"彰化縣員林市中山路二段１００號"
005,0278,臺灣土地銀行,斗六分行,"雲林縣斗六市中山路７２號"
005,0289,臺灣土地銀行,北港分行,"雲林縣北港鎮民主路９０號"
005,0290,臺灣土地銀行,嘉義分行,"嘉義市中山路３０９號"
005,0304,臺灣土地銀行,新營分行,"台南市新營區中山路７９號"
005,0315,臺灣土地銀行,永康分行,"台南市永康區中山南路２０號"
005,0326,臺灣土地銀行,台南分行,"台南市中西區中正路２８號"
005,0337,臺灣土地銀行,高雄分行,"高雄市鹽埕區大勇路１３１號"
005,0348,臺灣土地銀行,岡山分行,"高雄市岡山區岡山路２８５號"
005,0359,臺灣土地銀行,美濃分行,"高雄市美濃區中山路一段６５號"
005,0360,臺灣土地銀行,屏東分行,"屏東縣屏東市逢甲路７８號"
005,0371,臺灣土地銀行,台東分行,"台東縣台東市中華路一段３５７號"
005,0382,臺灣土地銀行,青年分行,"高雄市鳳山區青年路二段２８１號１樓"
005,0393,臺灣土地銀行,金門分行,"金門縣金城鎮民生路３４號"
005,0407,臺灣土地銀行,澎湖分行,"澎湖縣馬公市三民路２０號"
005,0418,臺灣土地銀行,營業部,"台北市中正區館前路４６號"
005,0452,臺灣土地銀行,和平分行,"台北市大安區和平東路三段１５號"
005,0463,臺灣土地銀行,潮州分行,"屏東縣潮州鎮新生路１２號"
005,0474,臺灣土地銀行,彰化分行,"彰化縣彰化市光復路９８號"
005,0485,臺灣土地銀行,中山分行,"高雄市前金區五福三路８７號"
005,0496,臺灣土地銀行,永和分行,"新北市永和區竹林路３３號"
005,0500,臺灣土地銀行,板橋分行,"新北市板橋區文化路一段１４３號"
005,0511,臺灣土地銀行,鳳山分行,"高雄市鳳山區曹公路１５號"
005,0522,臺灣土地銀行,湖口分行,"新竹縣湖口鄉中正路一段１０２號"
005,0533,臺灣土地銀行,蘇澳分行,"宜蘭縣蘇澳鎮太平路１７號"
005,0544,臺灣土地銀行,新興分行,"高雄市新興區七賢一路４８０號"
005,0555,臺灣土地銀行,西台中分行,"台中市西區五權路２之４號"
005,0566,臺灣土地銀行,虎尾分行,"雲林縣虎尾鎮林森路一段４９０號"
005,0577,臺灣土地銀行,仁愛分行,"台北市大安區仁愛路三段２９號"
005,0588,臺灣土地銀行,忠孝分行,"台北市大安區復興南路一段１２９號"
005,0599,臺灣土地銀行,中正分行,"高雄市新興區中正三路１５８號"
005,0614,臺灣土地銀行,新店分行,"新北市新店區北新路一段３０９號"
005,0625,臺灣土地銀行,北台南分行,"台南市北區公園路１２８之７號"
005,0636,臺灣土地銀行,松山分行,"台北市松山區敦化南路一段２號１樓"
005,0647,臺灣土地銀行,內湖分行,"台北市內湖區民權東路六段１５６號"
005,0658,臺灣土地銀行,三民分行,"高雄市三民區建工路６５７號１樓"
005,0669,臺灣土地銀行,民雄分行,"嘉義縣民雄鄉建國路三段１２６號１至４樓"
005,0670,臺灣土地銀行,大社分行,"高雄市大社區中山路３６９號"
005,0692,臺灣土地銀行,前鎮分行,"高雄市前鎮區一心一路２４１號"
005,0706,臺灣土地銀行,路竹分行,"高雄市路竹區國昌路１８號１－３樓"
005,0717,臺灣土地銀行,五甲分行,"高雄市鳳山區五甲二路２５６號"
005,0728,臺灣土地銀行,太平分行,"台中市太平區中山路３段１３１號１樓"
005,0739,臺灣土地銀行,正濱分行,"基隆市中正區中正路６５２號"
005,0740,臺灣土地銀行,敦化分行,"台北市大安區敦化南路二段７６號"
005,0762,臺灣土地銀行,蘆洲分行,"新北市蘆洲區中山一路１００號"
005,0773,臺灣土地銀行,北台中分行,"台中市北區中清路一段７９號"
005,0784,臺灣土地銀行,苓雅分行,"高雄市苓雅區忠孝二路１８號"
005,0795,臺灣土地銀行,信義分行,"台北市信義區基隆路一段４３６號"
005,0809,臺灣土地銀行,土城分行,"新北市土城區中央路一段１２７號"
005,0810,臺灣土地銀行,淡水分行,"新北市淡水區中山北路一段４２號"
005,0821,臺灣土地銀行,草屯分行,"南投縣草屯鎮中正路６０１之７號"
005,0832,臺灣土地銀行,東台南分行,"台南市東區東門路三段２６１號"
005,0843,臺灣土地銀行,通霄分行,"苗栗縣通霄鎮中正路８５號"
005,0854,臺灣土地銀行,學甲分行,"台南市學甲區中正路３０３號"
005,0865,臺灣土地銀行,新莊分行,"新北市新莊區思源路２２１號"
005,0876,臺灣土地銀行,雙和分行,"新北市中和區中山路二段１２０號"
005,0898,臺灣土地銀行,白河分行,"台南市白河區三民路３９５號"
005,0902,臺灣土地銀行,復興分行,"台北市中山區復興北路２３４號"
005,0913,臺灣土地銀行,平鎮分行,"桃園市平鎮區中豐路山頂段５號"
005,0935,臺灣土地銀行,文山分行,"台北市文山區景興路２０６號"
005,0946,臺灣土地銀行,中港分行,"台中市西屯區文心路２段５９８號１至２樓"
005,0957,臺灣土地銀行,東板橋分行,"新北市板橋區民族路２１２號"
005,0968,臺灣土地銀行,南崁分行,"桃園市蘆竹區洛陽街１６號"
005,0979,臺灣土地銀行,建國分行,"高雄市三民區建國一路４５８號"
005,0980,臺灣土地銀行,樹林分行,"新北市樹林區保安二街８２號"
005,0991,臺灣土地銀行,東台北分行,"台北市信義區松德路１０７號"
005,1002,臺灣土地銀行,西三重分行,"新北市三重區重陽路一段８８號"
005,1013,臺灣土地銀行,南台中分行,"台中市南區國光路８１號"
005,1024,臺灣土地銀行,長春分行,"台北市中山區長春路１５６號"
005,1035,臺灣土地銀行,東新竹分行,"新竹市北大路２２號"
005,1046,臺灣土地銀行,新市分行,"台南市新市區復興路１０號"
005,1057,臺灣土地銀行,博愛分行,"高雄市三民區博愛一路３００號１至３樓"
005,1068,臺灣土地銀行,中崙分行,"台北市松山區東興路２６號"
005,1079,臺灣土地銀行,華江分行,"新北市板橋區文化路二段１８２巷１弄２號"
005,1080,臺灣土地銀行,竹北分行,"新竹縣竹北市縣政九路１３０號１樓"
005,1091,臺灣土地銀行,安平分行,"台南市安平區中華西路二段２３號１樓"
005,1105,臺灣土地銀行,嘉興分行,"嘉義市西區自由路２８號１－４樓"
005,1116,臺灣土地銀行,南新莊分行,"新北市新莊區新樹路２８８之２３號"
005,1127,臺灣土地銀行,三峽分行,"新北市三峽區民生街８３號"
005,1138,臺灣土地銀行,沙鹿分行,"台中市沙鹿區中山路４０７號１樓"
005,1149,臺灣土地銀行,南桃園分行,"桃園市桃園區中山路８３５號"
005,1150,臺灣土地銀行,汐止分行,"新北市汐止區大同路一段３０６之３號"
005,1161,臺灣土地銀行,萬華分行,"台北市萬華區西園路二段２０５號"
005,1172,臺灣土地銀行,小港分行,"高雄市小港區宏平路３３６號"
005,1183,臺灣土地銀行,新工分行,"新竹縣湖口鄉中華路７６號"
005,1194,臺灣土地銀行,烏日分行,"台中市烏日區中山路１段５３５號"
005,1208,臺灣土地銀行,西湖分行,"台北市內湖區港墘路１８５號"
005,1219,臺灣土地銀行,八德分行,"桃園市八德區介壽路一段７０２號"
005,1220,臺灣土地銀行,北屯分行,"台中市北區文心路四段２３２號"
005,1231,臺灣土地銀行,大安分行,"台北市大安區大安路二段３７號"
005,1242,臺灣土地銀行,北中壢分行,"桃園市中壢區環北路４００號"
005,1253,臺灣土地銀行,高樹分行,"屏東縣高樹鄉高樹村南興路９９號"
005,1264,臺灣土地銀行,枋寮分行,"屏東縣枋寮鄉隆山村隆山路１１１號"
005,1286,臺灣土地銀行,金城分行,"金門縣金城鎮民生路６號"
005,1297,臺灣土地銀行,光復分行,"新北市板橋區三民路二段１４８號"
005,1301,臺灣土地銀行,左營分行,"高雄市左營區華夏路１２３７號"
005,1312,臺灣土地銀行,北桃園分行,"桃園市桃園區中正路１０７１號"
005,1323,臺灣土地銀行,東港分行,"屏東縣東港鎮光復路２段２７號１至４樓"
005,1334,臺灣土地銀行,天母分行,"台北市士林區忠誠路二段１２２號"
005,1345,臺灣土地銀行,泰山分行,"新北市泰山區明志路三段１６８號"
005,1356,臺灣土地銀行,中科分行,"台中市大雅區秀山村中科路６號２樓之１"
005,1367,臺灣土地銀行,大園分行,"桃園市大園區中正東路５５號"
005,1378,臺灣土地銀行,楊梅分行,"桃園市楊梅區大平街１１６號"
005,1389,臺灣土地銀行,東門分行,"台北市大安區金山南路二段１６５號１至３樓"
005,1404,臺灣土地銀行,城東分行,"台北市中山區中山北路二段４６號之２"
005,1415,臺灣土地銀行,松南分行,"台北市信義區松山路１３０號"
005,1426,臺灣土地銀行,福興分行,"彰化縣福興鄉彰鹿路７段３９９號１樓"
005,1437,臺灣土地銀行,林口分行,"桃園市龜山區文化二路１０９號１至３樓"
005,1448,臺灣土地銀行,西屯分行,"台中市西屯區市政北二路２８６號"
005,1459,臺灣土地銀行,內壢分行,"桃園市中壢區環中東路３３號１樓"
005,1460,臺灣土地銀行,竹南分行,"苗栗縣竹南鎮中正路６２號１樓"
005,1471,臺灣土地銀行,安南分行,"台南市安南區海佃路三段４７號１樓"
005,1482,臺灣土地銀行,汐科分行,"新北市汐止區新台五路一段９３號"
005,1493,臺灣土地銀行,楠梓分行,"高雄市楠梓區藍昌路３１８號"
005,1507,臺灣土地銀行,大里分行,"台中市大里區國光路２段４０５號１樓"
005,1518,臺灣土地銀行,大灣分行,"台南市永康區永大路二段１０６２號１樓"
005,1530,臺灣土地銀行,大發分行,"高雄市大寮區中興村鳳林四路２７２號１樓"
005,1563,臺灣土地銀行,工研院分行,"新竹縣竹東鎮中興路四段１９５號"
005,1574,臺灣土地銀行,北三重分行,"新北市三重區重陽路四段９９號"
005,1585,臺灣土地銀行,圓通分行,"新北市中和區連城路１９２號"
005,1600,臺灣土地銀行,大直分行,"台北市中山區樂群二路２８９號"
005,1611,臺灣土地銀行,南屯分行,"台中市南屯區文心南路６５號１樓"
005,1633,臺灣土地銀行,寶中分行,"新北市新店區寶中路９４－３號"
005,1644,臺灣土地銀行,中清分行,"台中市北屯區中清路二段３５８號"
005,1655,臺灣土地銀行,南京東路分行,"台北市中山區南京東路３段７０號１樓"
005,1666,臺灣土地銀行,仁武分行,"高雄市仁武區仁勇路８５號"
006,,合作金庫商業銀行,,"台北市松山區長安東路二段２２５號"
006,0017,合作金庫商業銀行,總行,"台北市松山區長安東路二段２２５號"
006,0028,合作金庫商業銀行,館前分行,"台北市中正區館前路７７號１樓"
006,0039,合作金庫商業銀行,西門分行,"台北市萬華區昆明街７７號"
006,0040,合作金庫商業銀行,延平分行,"台北市大同區南京西路３０１號"
006,0051,合作金庫商業銀行,大稻埕分行,"台北市大同區重慶北路二段６７號"
006,0062,合作金庫商業銀行,東門分行,"台北市大安區信義路二段２０８號"
006,0073,合作金庫商業銀行,松山分行,"台北市松山區八德路四段６２２號"
006,0084,合作金庫商業銀行,新店分行,"新北市新店區光明街３２號"
006,0095,合作金庫商業銀行,永和分行,"新北市永和區中正路５７５號"
006,0109,合作金庫商業銀行,三重分行,"新北市三重區正義南路１７號"
006,0110,合作金庫商業銀行,板橋分行,"新北市板橋區中正路３３０號１、２樓"
006,0121,合作金庫商業銀行,基隆分行,"基隆市仁愛區仁二路２５５號"
006,0132,合作金庫商業銀行,宜蘭分行,"宜蘭縣宜蘭市中山路三段３０號"
006,0143,合作金庫商業銀行,蘇澳分行,"宜蘭縣蘇澳鎮漁港路５６號"
006,0154,合作金庫商業銀行,桃園分行,"桃園市桃園區中正路５８號"
006,0165,合作金庫商業銀行,中壢分行,"桃園市中壢區中山路１８０號"
006,0176,合作金庫商業銀行,新竹分行,"新竹市中正路２３號"
006,0187,合作金庫商業銀行,苗栗分行,"苗栗縣苗栗市中正路６６０號"
006,0198,合作金庫商業銀行,頭份分行,"苗栗縣頭份市仁愛路７０號"
006,0202,合作金庫商業銀行,豐原分行,"台中市豐原區中正路１０２號"
006,0213,合作金庫商業銀行,沙鹿分行,"台中市沙鹿區沙田路１０６號"
006,0224,合作金庫商業銀行,台中分行,"台中市中區自由路二段２號"
006,0235,合作金庫商業銀行,彰化分行,"彰化縣彰化市民生路２７９號"
006,0246,合作金庫商業銀行,員林分行,"彰化縣員林市中山路一段８４４號"
006,0257,合作金庫商業銀行,南投分行,"南投縣南投市中山街９６號"
006,0268,合作金庫商業銀行,斗六分行,"雲林縣斗六市大同路３號"
006,0279,合作金庫商業銀行,北港分行,"雲林縣北港鎮義民路５３號"
006,0280,合作金庫商業銀行,嘉義分行,"嘉義市國華街２７９號"
006,0291,合作金庫商業銀行,新營分行,"台南市新營區中山路１１５號"
006,0305,合作金庫商業銀行,台南分行,"台南市北區成功路４８號"
006,0316,合作金庫商業銀行,成功分行,"台南市中西區北門路一段９７號"
006,0327,合作金庫商業銀行,鳳山分行,"高雄市鳳山區中正路９５號"
006,0338,合作金庫商業銀行,岡山分行,"高雄市岡山區校前路２號"
006,0349,合作金庫商業銀行,高雄分行,"高雄市鹽埕區大勇路９９號"
006,0350,合作金庫商業銀行,新興分行,"高雄市新興區七賢二路１１０號"
006,0361,合作金庫商業銀行,屏東分行,"屏東縣屏東市中正路４２號"
