銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址
806,0909,元大商業銀行,民生分行,"台北市松山區民生東路４段５２之１號"
806,0910,元大商業銀行,新店分行,"新北市新店區北新路二段２５２號１樓"
806,0932,元大商業銀行,忠孝分行,"台北市信義區忠孝東路五段４００號"
806,0943,元大商業銀行,桃興分行,"桃園市桃園區復興路５１之２號１樓"
806,0954,元大商業銀行,中港分行,"台中市西屯區臺灣大道４段９００號"
806,0965,元大商業銀行,花蓮分行,"花蓮縣花蓮市國聯一路１６７號"
806,0976,元大商業銀行,承德分行,"台北市大同區承德路三段２１０號１樓"
806,0987,元大商業銀行,太平分行,"台中市太平區中興東路６２號１～２樓"
806,0998,元大商業銀行,營業部,"台北市松山區敦化南路１段６６號"
806,1009,元大商業銀行,土城分行,"新北市土城區中央路１段２５５號"
806,1021,元大商業銀行,大同分行,"台北市大同區南京西路６６號"
806,1032,元大商業銀行,松山分行,"台北市信義區忠孝東路五段６７５號"
806,1043,元大商業銀行,大安分行,"台北市大安區新生南路１段１４８號之１"
806,1076,元大商業銀行,北三重分行,"新北市三重區正義北路１９５號"
806,1087,元大商業銀行,上新莊分行,"新北市新莊區思源路１７３號１樓"
806,1102,元大商業銀行,高雄分行,"高雄市前金區中正四路１４３號"
806,1191,元大商業銀行,大統分行,"新竹市林森路１９６號１樓"
806,1205,元大商業銀行,雙和分行,"新北市中和區中和路２３２號２樓之１"
806,1216,元大商業銀行,北投分行,"台北市北投區北投路２段３５號"
806,1227,元大商業銀行,延平分行,"台北市大同區延平北路２段５７、５９號"
806,1238,元大商業銀行,文德分行,"台北市內湖區文德路６８號１至２樓"
806,1250,元大商業銀行,左營分行,"高雄市左營區左營大路１５８號１、２樓"
806,1261,元大商業銀行,埔墘分行,"新北市板橋區中山路二段１２５號１、２樓"
806,1272,元大商業銀行,公館分行,"台北市大安區羅斯福路３段２７５號"
806,1283,元大商業銀行,新店中正分行,"新北市新店區中正路２２５號１、２樓"
806,1308,元大商業銀行,西門分行,"台北市中正區寶慶路６９號"
806,1319,元大商業銀行,樹林分行,"新北市樹林區中山路一段９９號１至２樓"
806,1320,元大商業銀行,光復分行,"台北市大安區忠孝東路四段３００號３樓之１"
806,1331,元大商業銀行,南港分行,"台北市南港區園區街２８號、３０號１～２樓"
806,1342,元大商業銀行,苓雅分行,"高雄市苓雅區中正二路５８號"
806,1353,元大商業銀行,敦化分行,"台北市松山區敦化北路２０１號１樓前棟"
806,1364,元大商業銀行,屏榮分行,"屏東縣屏東市廣東路１１５號"
806,1375,元大商業銀行,前鎮中山分行,"高雄市前鎮區中山二路２號"
806,1386,元大商業銀行,高鳳分行,"高雄市鳳山區中山西路３４２號"
806,1397,元大商業銀行,北府分行,"台南市北區西門路三段１５７號"
806,1401,元大商業銀行,南嘉義分行,"嘉義市新榮路１９８號"
806,1412,元大商業銀行,東台北分行,"台北市松山區光復北路１１２號"
806,1423,元大商業銀行,南新莊分行,"新北市新莊區四維路１０７號"
806,1434,元大商業銀行,新壢分行,"桃園市中壢區中央西路二段１５２號"
806,1445,元大商業銀行,水湳分行,"台中市西屯區文心路三段２３９號"
806,1456,元大商業銀行,大昌分行,"高雄市三民區覺民路５０１號"
806,1467,元大商業銀行,華山分行,"台北市中正區忠孝東路二段８８號"
806,1478,元大商業銀行,東板橋分行,"新北市板橋區中山路２段４４３號"
806,1489,元大商業銀行,沙鹿中山分行,"台中市沙鹿區中山路４２８號"
806,1490,元大商業銀行,十全分行,"高雄市三民區十全一路２５９號１、２樓"
806,1504,元大商業銀行,延吉分行,"台北市大安區仁愛路四段３８７號１樓"
806,1526,元大商業銀行,成功分行,"桃園市桃園區成功路一段１２號１樓"
806,1548,元大商業銀行,右昌分行,"高雄市楠梓區後昌路８０３之１號"
806,1559,元大商業銀行,前金分行,"高雄市前金區中華三路２１７號"
806,1560,元大商業銀行,五甲分行,"高雄市鳳山區五甲二路４９０號"
806,1571,元大商業銀行,連城分行,"新北市中和區連城路８７號"
806,1582,元大商業銀行,新營分行,"台南市新營區中山路１１７號"
806,1593,元大商業銀行,和平分行,"台北市大安區和平東路一段１９７之１號"
806,1607,元大商業銀行,金華分行,"台南市中西區金華路三段２３０號"
806,1618,元大商業銀行,瑞光分行,"台北市內湖區瑞光路５８３巷２１號"
806,1629,元大商業銀行,灣裡分行,"台南市南區灣裡路２１１巷８８弄１２之６號"
806,1630,元大商業銀行,安南分行,"台南市安南區安和路５段２７９號"
806,1641,元大商業銀行,江翠分行,"新北市板橋區文化路２段３２１號"
806,1652,元大商業銀行,長庚分行,"桃園市龜山區文化二路１１之５號１樓"
806,1674,元大商業銀行,世貿分行,"台北市信義區基隆路二段１２３號１樓"
806,1685,元大商業銀行,東新竹分行,"新竹市關新路２３號"
806,1696,元大商業銀行,汐止分行,"新北市汐止區忠孝東路２８５號"
806,1700,元大商業銀行,忠誠分行,"台北市士林區忠誠路一段２７號"
806,1722,元大商業銀行,澄清分行,"高雄市鳥松區大埤路１２３號Ｂ１"
806,1733,元大商業銀行,秀朗分行,"新北市永和區中正路２５３號"
806,1744,元大商業銀行,小港分行,"高雄市小港區漢民路６７８號"
806,1755,元大商業銀行,北桃園分行,"桃園市桃園區大興西路一段１９４號"
806,1766,元大商業銀行,永春分行,"台北市信義區忠孝東路五段４７８號"
806,1777,元大商業銀行,圓山分行,"台北市中山區中山北路三段４７號"
806,1788,元大商業銀行,豐仁分行,"台中市豐原區仁愛街６號"
806,1799,元大商業銀行,彰興分行,"彰化縣彰化市中興路１４０號"
806,1814,元大商業銀行,大里德芳分行,"台中市大里區德芳路二段１１３號"
806,1825,元大商業銀行,北台中分行,"台中市北區三民路三段２１３號"
806,1836,元大商業銀行,旗津分行,"高雄市旗津區廟前路１０６號"
806,1858,元大商業銀行,鼓山分行,"高雄市鼓山區明誠四路１５號"
806,1869,元大商業銀行,前鎮分行,"高雄市前鎮區草衙二路５１７號"
806,1870,元大商業銀行,明誠分行,"高雄市左營區明誠二路３５９號"
806,1881,元大商業銀行,中正分行,"台北市中正區漢口街一段４５號"
806,1892,元大商業銀行,石牌分行,"台北市北投區石牌路二段１２０號"
806,1928,元大商業銀行,南門分行,"台北市中正區南昌路一段８３、８５、８７號"
806,1939,元大商業銀行,新板分行,"新北市板橋區中山路１段１５６之３號"
806,1940,元大商業銀行,北新分行,"新北市新店區民權路９１號"
806,1951,元大商業銀行,南屯分行,"台中市南屯區五權西路２段２７１號"
806,1962,元大商業銀行,中山分行,"台北市中山區中山北路一段５９號"
806,1973,元大商業銀行,東門分行,"台北市大安區金山南路二段３３號"
806,1984,元大商業銀行,金城分行,"新北市土城區金城路三段４６號１、２樓"
806,1995,元大商業銀行,民族分行,"高雄市三民區民族一路５６９之１號１、２樓"
806,2006,元大商業銀行,頭份分行,"苗栗縣頭份市和平路７９號１樓"
806,2017,元大商業銀行,萬華分行,"台北市萬華區西園路一段１２３號１樓"
806,2028,元大商業銀行,敦安分行,"台北市大安區大安路一段９７號１、２樓"
806,2039,元大商業銀行,環東分行,"台北市內湖區南京東路六段３８６號２樓"
806,2040,元大商業銀行,城東分行,"台北市中山區南京東路二段７７號１樓"
807,,永豐商業銀行,,"台北市中山區南京東路三段３６號"
807,0014,永豐商業銀行,世貿分行,"台北市大安區信義路四段４６號１至４樓"
807,0025,永豐商業銀行,敦北分行,"台北市松山區敦化北路２０９號"
807,0036,永豐商業銀行,台中分行,"台中市西區自由路一段１０１號"
807,0047,永豐商業銀行,高雄分行,"高雄市苓雅區中正二路１４３號"
807,0058,永豐商業銀行,忠孝分行,"台北市大安區敦化南路一段２３６巷１號"
807,0069,永豐商業銀行,西松分行,"台北市松山區東興路１２號"
807,0070,永豐商業銀行,板新分行,"新北市板橋區民權路１８６號"
807,0092,永豐商業銀行,敦南分行,"台北市大安區安和路二段１８７號地下１樓"
807,0106,永豐商業銀行,新泰分行,"新北市新莊區新泰路２２９號１、２樓及Ｂ１"
807,0117,永豐商業銀行,桃園分行,"桃園市桃園區復興路５１號"
807,0128,永豐商業銀行,北台中分行,"台中市北區華美街二段３６８號１、２、３樓"
807,0139,永豐商業銀行,台南分行,"台南市南區健康路二段５８號１、２樓"
807,0151,永豐商業銀行,松江分行,"台北市中山區松江路１９２號"
807,0162,永豐商業銀行,嘉義分行,"嘉義市興業西路３３８號"
807,0173,永豐商業銀行,三民分行,"高雄市三民區民族一路７８號"
807,0184,永豐商業銀行,新竹分行,"新竹市光復路二段２９３號"
807,0195,永豐商業銀行,三重分行,"新北市三重區忠孝路二段８０號"
807,0210,永豐商業銀行,台北分行,"台北市中山區建國北路二段９之１號"
807,0221,永豐商業銀行,彰化分行,"彰化縣彰化市民族路３１７號"
807,0232,永豐商業銀行,岡山分行,"高雄市岡山區大德一路１號１樓"
807,0243,永豐商業銀行,中壢分行,"桃園市中壢區慈惠三街１６０號"
807,0254,永豐商業銀行,鳳山分行,"高雄市鳳山區光遠路３６６號"
807,0276,永豐商業銀行,北新分行,"新北市新店區北新路二段２６０號"
807,0287,永豐商業銀行,屏東分行,"屏東縣屏東市復興北路１４號"
807,0298,永豐商業銀行,北桃園分行,"桃園市桃園區春日路６５６號"
807,0302,永豐商業銀行,學府分行,"新北市土城區學府路一段１２４號"
807,0313,永豐商業銀行,南高雄分行,"高雄市苓雅區中華四路１００號"
807,0324,永豐商業銀行,光華分行,"新竹市經國路１段５２８號１、２樓"
807,0335,永豐商業銀行,東門分行,"台北市大安區信義路二段１５８號１至４樓"
807,0346,永豐商業銀行,天母分行,"台北市士林區忠誠路二段２４９號１樓"
807,0357,永豐商業銀行,東板橋分行,"新北市板橋區中山路二段１４７號"
807,0368,永豐商業銀行,東台南分行,"台南市東區長榮路二段１６３號"
807,0379,永豐商業銀行,竹南分行,"苗栗縣竹南鎮光復路１５７號１－３樓"
807,0380,永豐商業銀行,南台中分行,"台中市南屯區公益路二段６６號"
807,0391,永豐商業銀行,竹北自強分行,"新竹縣竹北市自強南路２５號１至５樓及Ｂ１"
807,0405,永豐商業銀行,永康分行,"台南市永康區中華路７２５號"
807,0416,永豐商業銀行,中科分行,"台中市西屯區臺灣大道４段１１８２號"
807,0427,永豐商業銀行,北高雄分行,"高雄市左營區裕誠路４４１號"
807,0438,永豐商業銀行,金門分行,"金門縣金城鎮民權路２３６號１、２樓"
807,0449,永豐商業銀行,興大分行,"台中市南區國光路２５０號"
807,0450,永豐商業銀行,中崙分行,"台北市中山區八德路二段３０６號３樓"
807,0461,永豐商業銀行,西湖分行,"台北市內湖區瑞光路４１２號１樓"
807,0472,永豐商業銀行,豐原分行,"台中市豐原區中正路２４５號１樓"
807,0483,永豐商業銀行,大里分行,"台中市大里區東榮路５０３號１至３樓"
807,1011,永豐商業銀行,忠孝東路分行,"台北市大安區忠孝東路四段４８號１樓"
807,1033,永豐商業銀行,建成分行,"台北市大同區長安西路４３號１樓"
807,1044,永豐商業銀行,西門分行,"台北市萬華區成都路７５號１樓"
807,1055,永豐商業銀行,萬華分行,"台北市萬華區康定路２８０－２８８號１樓"
807,1066,永豐商業銀行,興隆分行,"台北市文山區興隆路二段４９至５９號"
807,1077,永豐商業銀行,南門分行,"台北市中正區南昌路一段１１０號"
807,1088,永豐商業銀行,長安分行,"台北市中山區松江路３９號"
807,1099,永豐商業銀行,延平分行,"台北市大同區民生西路２８６號１樓"
807,1103,永豐商業銀行,北投分行,"台北市北投區光明路１６６之４號１樓"
807,1114,永豐商業銀行,松山分行,"台北市松山區八德路四段６８０號１樓"
807,1125,永豐商業銀行,中山分行,"台北市中山區中山北路二段７９號１樓"
807,1136,永豐商業銀行,士林分行,"台北市士林區承德路４段８５號"
807,1158,永豐商業銀行,雙園分行,"台北市萬華區東園街５８號１樓"
807,1169,永豐商業銀行,永和分行,"新北市永和區永和路二段４７號１樓"
807,1170,永豐商業銀行,板橋分行,"新北市板橋區府中路２３號１樓"
807,1181,永豐商業銀行,基隆分行,"基隆市中正區義一路２號１樓"
807,1192,永豐商業銀行,羅東分行,"宜蘭縣羅東鎮中正路２０３號１樓"
807,1206,永豐商業銀行,宜蘭分行,"宜蘭縣宜蘭市中山路三段３３號１樓"
807,1217,永豐商業銀行,營業部,"台北市中山區南京東路三段３６號"
807,1228,永豐商業銀行,景美分行,"台北市文山區車前路１２號１樓"
807,1239,永豐商業銀行,新莊分行,"新北市新莊區中正路３４１號１樓"
807,1251,永豐商業銀行,汐止分行,"新北市汐止區大同路２段５０８號１－３樓"
807,1262,永豐商業銀行,城中分行,"台北市中正區博愛路１７號１樓"
807,1273,永豐商業銀行,光復分行,"新北市中和區連城路２４６之２號１、２樓"
807,1284,永豐商業銀行,正義分行,"新北市三重區正義北路３４３號１樓"
807,1295,永豐商業銀行,中和分行,"新北市永和區中正路５１號１樓"
807,1310,永豐商業銀行,士東分行,"台北市士林區中山北路六段４２３號１樓"
807,1321,永豐商業銀行,中港分行,"新北市新莊區中港路３９９號１樓"
807,1332,永豐商業銀行,蘆洲分行,"新北市蘆洲區三民路３０號１樓"
807,1343,永豐商業銀行,內湖分行,"台北市內湖區內湖路一段７２１號１樓"
807,1354,永豐商業銀行,社子分行,"台北市士林區延平北路六段１１１號１樓"
807,1365,永豐商業銀行,信義分行,"台北市大安區信義路四段２５２號"
807,1376,永豐商業銀行,永春分行,"台北市信義區永吉路３５２號１樓"
807,1387,永豐商業銀行,南三重分行,"新北市三重區中正北路４００號１樓"
807,1398,永豐商業銀行,積穗分行,"新北市中和區連城路５３３號"
807,1402,永豐商業銀行,鶯歌分行,"新北市鶯歌區建國路２１２號１樓"
807,1413,永豐商業銀行,新店分行,"新北市新店區中正路２９０號１樓"
807,1435,永豐商業銀行,西盛分行,"新北市新莊區後港一路６１號１樓"
807,1446,永豐商業銀行,板橋忠孝分行,"新北市板橋區重慶路１９８號１、２樓"
807,1457,永豐商業銀行,思源分行,"新北市新莊區化成路５４０號之１"
807,1468,永豐商業銀行,土城分行,"新北市土城區中央路二段２２３之５號１樓"
807,1479,永豐商業銀行,三興分行,"台北市信義區莊敬路２９４號１樓"
807,1480,永豐商業銀行,龍江分行,"台北市中山區龍江路４０７號１樓"
807,1491,永豐商業銀行,樹林分行,"新北市樹林區中山路一段２８８號１樓"
807,1505,永豐商業銀行,五股分行,"新北市五股區工商路８４號１樓"
807,1538,永豐商業銀行,松德分行,"台北市信義區松德路１３２號"
807,1549,永豐商業銀行,東湖分行,"台北市內湖區東湖路２３號１樓"
807,1550,永豐商業銀行,華江分行,"新北市板橋區新海路８２號１樓"
807,1561,永豐商業銀行,北三重分行,"新北市三重區自強路四段８３號１樓"
807,1572,永豐商業銀行,蘭雅分行,"台北市士林區德行東路１８３號１樓"
807,1583,永豐商業銀行,德惠分行,"台北市中山區德惠街１６號之５"
807,1594,永豐商業銀行,迴龍分行,"新北市樹林區三俊街６１號１樓"
807,1608,永豐商業銀行,仁愛分行,"台北市大安區仁愛路四段３１６號之２"
807,1620,永豐商業銀行,和平分行,"台北市大安區和平東路三段２６０號１樓"
807,1642,永豐商業銀行,重新分行,"新北市三重區重新路五段５２７號１樓"
807,1653,永豐商業銀行,中興分行,"新北市三重區新興路４４號１樓"
807,1664,永豐商業銀行,海山分行,"新北市土城區金城路３段２００之１２號１樓"
807,1697,永豐商業銀行,南蘆洲分行,"新北市蘆洲區長安街２０３號１樓"
807,1701,永豐商業銀行,江子翠分行,"新北市板橋區雙十路二段６號之１２一樓"
807,1712,永豐商業銀行,民安分行,"新北市新莊區民安東路４７號１樓"
807,1723,永豐商業銀行,苓雅分行,"高雄市苓雅區建國一路９０號"
807,1734,永豐商業銀行,林口忠孝分行,"新北市林口區忠孝路４０３號１、２樓"
807,1745,永豐商業銀行,板橋民族分行,"新北市板橋區民族路１８３號１、２樓"
807,1756,永豐商業銀行,泰山分行,"新北市泰山區明志路二段４１６號１樓"
807,1767,永豐商業銀行,花蓮分行,"花蓮縣花蓮市林森路２１８之１號１至４樓"
807,1778,永豐商業銀行,南港分行,"台北市南港區三重路１９之１５號"
807,1789,永豐商業銀行,深坑分行,"新北市深坑區北深路三段１５６號１樓"
807,1790,永豐商業銀行,南崁分行,"桃園市蘆竹區中正路３１０號１樓"
807,1804,永豐商業銀行,北台南分行,"台南市北區西門路四段４８０號１樓"
807,1815,永豐商業銀行,西屯分行,"台中市南屯區文心南路４１號１、２樓"
807,1826,永豐商業銀行,成大分行,"台南市東區大學路１號"
807,1837,永豐商業銀行,濟南路分行,"台北市中正區濟南路二段３９號１樓"
807,1859,永豐商業銀行,南桃園分行,"桃園市桃園區中山路８４１號１樓"
807,1860,永豐商業銀行,竹科分行,"新竹市光復路一段４７２號１樓"
807,1871,永豐商業銀行,員林分行,"彰化縣員林市中山路二段５１號"
807,1882,永豐商業銀行,楊梅分行,"桃園市楊梅區永美路３７３、３７７號１樓"
807,1893,永豐商業銀行,內壢分行,"桃園市中壢區環中東路３２１號１樓"
807,1907,永豐商業銀行,重慶北路分行,"台北市大同區重慶北路三段１３９號１樓"
807,1929,永豐商業銀行,大園分行,"桃園市大園區中山北路１０２號"
807,1930,永豐商業銀行,竹北光明分行,"新竹縣竹北市光明六路８７之６號一、二樓"
807,1963,永豐商業銀行,竹圍分行,"新北市淡水區民族路３１之１５號１樓"
808,,玉山商業銀行,,"台北市松山區民生東路三段１１７號"
808,0015,玉山商業銀行,營業部,"台北市松山區民生東路三段１１５號"
808,0026,玉山商業銀行,南京東路分行,"台北市松山區南京東路五段８９號"
808,0048,玉山商業銀行,城東分行,"台北市中山區松江路１１１號"
808,0059,玉山商業銀行,新莊分行,"新北市新莊區中正路３９３號"
808,0060,玉山商業銀行,新竹分行,"新竹市民族路３４號"
808,0071,玉山商業銀行,嘉義分行,"嘉義市新榮路２４２號"
808,0082,玉山商業銀行,高雄分行,"高雄市苓雅區四維四路３號"
808,0118,玉山商業銀行,基隆路分行,"台北市信義區基隆路二段４１號"
808,0129,玉山商業銀行,雙和分行,"新北市永和區中山路一段３２０號"
808,0130,玉山商業銀行,中壢分行,"桃園市中壢區中山路１２６號"
808,0141,玉山商業銀行,文心分行,"台中市北屯區文心路四段２８１號"
808,0152,玉山商業銀行,台南分行,"台南市中西區民生路二段７６號"
808,0163,玉山商業銀行,天母分行,"台北市士林區忠誠路一段９９號"
808,0174,玉山商業銀行,埔墘分行,"新北市板橋區三民路二段１８８號"
808,0185,玉山商業銀行,桃園分行,"桃園市桃園區三民路二段３００號"
808,0196,玉山商業銀行,前鎮分行,"高雄市前鎮區瑞隆路４７４號"
808,0211,玉山商業銀行,民生分行,"台北市中山區民生東路三段４９號"
808,0222,玉山商業銀行,大里分行,"台中市大里區國光路２段４０７號"
808,0233,玉山商業銀行,永康分行,"台南市永康區永大路二段１５１８號"
808,0244,玉山商業銀行,鳳山分行,"高雄市鳳山區五甲一路１００號"
808,0255,玉山商業銀行,三和分行,"新北市三重區三和路四段３８０號"
808,0266,玉山商業銀行,土城分行,"新北市土城區裕民路１１６號"
808,0277,玉山商業銀行,八德分行,"桃園市八德區介壽路一段８７０號"
808,0288,玉山商業銀行,大墩分行,"台中市南屯區大墩路７６８號"
808,0299,玉山商業銀行,七賢分行,"高雄市新興區林森一路２３３號"
808,0303,玉山商業銀行,復興分行,"台北市大安區復興南路一段１２７號"
808,0314,玉山商業銀行,敦南分行,"台北市大安區敦化南路一段３３９號"
808,0325,玉山商業銀行,三重分行,"新北市三重區重新路四段６５號"
808,0336,玉山商業銀行,彰化分行,"彰化縣彰化市曉陽路１號"
808,0347,玉山商業銀行,北高雄分行,"高雄市三民區明誠二路１１８號"
808,0358,玉山商業銀行,大雅分行,"台中市大雅區民興街３５號"
808,0369,玉山商業銀行,楊梅分行,"桃園市楊梅區中山路１４０號"
808,0370,玉山商業銀行,樹林分行,"新北市樹林區中山路一段１０３號"
808,0381,玉山商業銀行,豐原分行,"台中市豐原區中正路５４３號"
808,0392,玉山商業銀行,斗六分行,"雲林縣斗六市中正路１８號"
808,0406,玉山商業銀行,長春分行,"台北市中山區復興北路１７８號"
808,0417,玉山商業銀行,中山分行,"台北市中山區中山北路一段１４５號"
808,0428,玉山商業銀行,佳里分行,"台南市佳里區延平路３５１號"
808,0439,玉山商業銀行,中和分行,"新北市中和區橋和路１３號１、２樓"
808,0440,玉山商業銀行,竹南分行,"苗栗縣竹南鎮民族街８７號"
808,0451,玉山商業銀行,羅東分行,"宜蘭縣羅東鎮公正路１５４號"
808,0462,玉山商業銀行,內湖分行,"台北市內湖區內湖路一段３６０巷８號"
808,0473,玉山商業銀行,壢新分行,"桃園市平鎮區民族路二段３３號"
808,0484,玉山商業銀行,板新分行,"新北市板橋區遠東路５號１樓"
808,0495,玉山商業銀行,光華分行,"新竹市光華街６４之２號"
808,0509,玉山商業銀行,東嘉義分行,"嘉義市垂楊路１１１號１樓"
808,0510,玉山商業銀行,成功分行,"台北市內湖區成功路四段９９號"
808,0521,玉山商業銀行,永和分行,"新北市永和區中正路１４５號"
808,0532,玉山商業銀行,城中分行,"台北市中正區武昌街一段７７號"
808,0543,玉山商業銀行,五股分行,"新北市新莊區五權一路１６號"
808,0554,玉山商業銀行,新店分行,"新北市新店區民權路６９號"
808,0565,玉山商業銀行,松山分行,"台北市信義區永吉路３６３號"
808,0576,玉山商業銀行,和平分行,"台北市大安區和平東路一段２１６號"
808,0587,玉山商業銀行,新板特區分行,"新北市板橋區中山路一段１８２號"
808,0598,玉山商業銀行,民權分行,"台北市中山區民權西路４８號"
808,0602,玉山商業銀行,新莊副都心分行,"新北市新莊區中平路４０８號"
808,0613,玉山商業銀行,南崁分行,"桃園市蘆竹區中正路３４６號"
808,0624,玉山商業銀行,台大分行,"台北市大安區羅斯福路四段１號"
808,0635,玉山商業銀行,左營分行,"高雄市左營區博愛三路１２號"
808,0646,玉山商業銀行,楠梓分行,"高雄市楠梓區軍校路９８０號"
808,0657,玉山商業銀行,士林分行,"台北市士林區中正路２６６號"
808,0668,玉山商業銀行,苓雅分行,"高雄市苓雅區和平二路３０５號"
808,0679,玉山商業銀行,仁愛分行,"台北市大安區仁愛路四段３７６號之１"
808,0680,玉山商業銀行,南屯分行,"台中市南屯區五權西路二段６６７號"
808,0691,玉山商業銀行,木柵分行,"台北市文山區木柵路３段１２７號"
808,0705,玉山商業銀行,大昌分行,"高雄市三民區鼎中路３４３號"
808,0716,玉山商業銀行,台東分行,"台東縣台東市中正路２３９號"
808,0727,玉山商業銀行,澄清分行,"高雄市三民區陽明路４５７號"
808,0738,玉山商業銀行,小港分行,"高雄市小港區康莊路４７號"
808,0749,玉山商業銀行,北新莊分行,"新北市新莊區思源路３３６號"
808,0750,玉山商業銀行,竹北分行,"新竹縣竹北市光明一路１４５號１樓"
808,0761,玉山商業銀行,東台南分行,"台南市東區崇學路１０８號"
808,0772,玉山商業銀行,集賢分行,"新北市蘆洲區集賢路２１９號"
808,0783,玉山商業銀行,基隆分行,"基隆市中正區義一路１２２號"
808,0794,玉山商業銀行,岡山分行,"高雄市岡山區壽天路９９號"
808,0808,玉山商業銀行,連城分行,"新北市中和區中正路７０２號"
808,0819,玉山商業銀行,林園分行,"高雄市林園區林園北路３４３號"
808,0820,玉山商業銀行,蘆洲分行,"新北市蘆洲區長榮路５０號"
808,0831,玉山商業銀行,後庄分行,"高雄市大寮區鳳屏一路４７６號"
808,0842,玉山商業銀行,中路特區分行,"桃園市桃園區正光路４２３號"
808,0853,玉山商業銀行,東三重分行,"新北市三重區正義北路１３２號"
808,0864,玉山商業銀行,北投分行,"台北市北投區中央北路一段１９１號"
808,0875,玉山商業銀行,忠孝分行,"台北市大安區忠孝東路４段３１９號"
808,0886,玉山商業銀行,林口分行,"桃園市龜山區復興一路２３０號"
808,0897,玉山商業銀行,東湖分行,"台北市內湖區金湖路４２１號"
808,0901,玉山商業銀行,北新分行,"新北市新店區北新路一段１０號"
808,0912,玉山商業銀行,中崙分行,"台北市松山區敦化南路一段２之１號"
808,0923,玉山商業銀行,建成分行,"台北市大同區太原路１１７號"
808,0934,玉山商業銀行,屏東分行,"屏東縣屏東市永福路９號"
808,0945,玉山商業銀行,二重分行,"新北市三重區光復路一段８５之１號"
808,0956,玉山商業銀行,台北分行,"台北市中山區南京東路三段６８號"
808,0967,玉山商業銀行,大安分行,"台北市大安區復興南路二段２３７號"
808,0978,玉山商業銀行,東港分行,"屏東縣東港鎮興台里中山路７５號"
808,0989,玉山商業銀行,古亭分行,"台北市中正區南昌路二段２２０號"
808,0990,玉山商業銀行,草屯分行,"南投縣草屯鎮中正路７６３號"
808,1001,玉山商業銀行,新營分行,"台南市新營區民治路３３６號、３３６號２樓"
808,1012,玉山商業銀行,迴龍分行,"新北市樹林區三俊街１１４號"
808,1023,玉山商業銀行,花蓮分行,"花蓮縣花蓮市中山路１６１號"
808,1034,玉山商業銀行,澎湖分行,"澎湖縣馬公市興中里民生路２號"
808,1045,玉山商業銀行,三峽分行,"新北市樹林區學成路５２６號"
808,1056,玉山商業銀行,新生分行,"台北市中正區忠孝東路二段８５號"
808,1067,玉山商業銀行,金華分行,"台南市南區金華路二段５８號"
808,1078,玉山商業銀行,光復分行,"新北市板橋區中山路二段１０１號１樓"
808,1089,玉山商業銀行,新湖分行,"台北市內湖區民權東路六段２７號１樓"
808,1090,玉山商業銀行,桃鶯分行,"桃園市桃園區桃鶯路４４５之１號"
808,1104,玉山商業銀行,員林分行,"彰化縣員林市中山路二段５０８號"
808,1115,玉山商業銀行,永安分行,"新北市永和區中和路４４５號１樓"
808,1126,玉山商業銀行,新豐分行,"新竹縣新豐鄉新興路１８５之１號１樓"
808,1137,玉山商業銀行,仁德分行,"台南市仁德區中山路２９５號"
808,1148,玉山商業銀行,泰和分行,"新北市中和區中和路４２號１樓"
808,1159,玉山商業銀行,西屯分行,"台中市西屯區永福路１３８號１樓"
808,1160,玉山商業銀行,南勢角分行,"新北市中和區景新街３３６號"
808,1171,玉山商業銀行,板橋分行,"新北市板橋區文化路２段９０號１樓"
808,1182,玉山商業銀行,南港分行,"台北市南港區三重路６６之１號"
808,1193,玉山商業銀行,東門分行,"台北市大安區信義路２段１３４號１樓"
808,1207,玉山商業銀行,南土城分行,"新北市土城區中央路四段２號"
808,1218,玉山商業銀行,朴子分行,"嘉義縣朴子市山通路３７號１樓"
808,1229,玉山商業銀行,信義分行,"台北市信義區信義路５段１００號之２"
808,1230,玉山商業銀行,汐止分行,"新北市汐止區大同路一段２３７號"
808,1241,玉山商業銀行,新樹分行,"新北市新莊區民安西路１１３號１樓"
808,1252,玉山商業銀行,中工分行,"台中市西屯區工業區一路６０之１號"
808,1263,玉山商業銀行,瑞光分行,"台北市內湖區瑞光路２６６號"
808,1274,玉山商業銀行,鹽行分行,"台南市永康區中正北路５６號"
808,1285,玉山商業銀行,頭份分行,"苗栗縣頭份市中央路５６號"
808,1296,玉山商業銀行,後龍分行,"苗栗縣後龍鎮中山路２號"
808,1300,玉山商業銀行,五權分行,"台中市西區五權路２之１０６號"
808,1311,玉山商業銀行,南永康分行,"台南市永康區中華路１９８號"
808,1322,玉山商業銀行,藝文分行,"桃園市桃園區新埔六街１８１號"
808,1333,玉山商業銀行,中原分行,"桃園市中壢區中北路二段２３９號"
808,1344,玉山商業銀行,竹科分行,"新竹市光復路一段５６９號"
808,1355,玉山商業銀行,太平分行,"台中市太平區中興路１１５之１號"
808,1366,玉山商業銀行,台中分行,"台中市西屯區市政路３８６號"
808,1377,玉山商業銀行,六家分行,"新竹縣竹北市嘉豐南路一段１１６號"
808,1388,玉山商業銀行,北屯分行,"台中市北屯區文心路四段８０９、８１１號"
808,1399,玉山商業銀行,烏日分行,"台中市南區復興路一段２０１號"
808,1403,玉山商業銀行,安南分行,"台南市安南區安和路三段１５９號"
808,1425,玉山商業銀行,沙鹿分行,"台中市沙鹿區中山路５２２號"
